Date,MATURITY,PX_LAST
2008-05-30,0F,138.15
2008-06-02,0F,139.775
2008-06-03,0F,140.425
2008-06-04,0F,139.65
2008-06-05,0F,139.575
2008-06-06,0F,150.65
2008-06-09,0F,154.8
2008-06-10,0F,162.8
2008-06-11,0F,159.775
2008-06-12,0F,158.5
2008-06-13,0F,165.525
2008-06-16,0F,163.0
2008-06-17,0F,161.55
2008-06-18,0F,161.325
2008-06-19,0F,149.4
2008-06-20,0F,151.475
2008-06-23,0F,149.85
2008-06-24,0F,150.175
2008-06-25,0F,145.925
2008-06-26,0F,148.775
2008-06-27,0F,148.8
2008-06-30,0F,146.075
2008-07-01,0F,145.35
2008-07-02,0F,148.8
2008-07-03,0F,145.025
2008-07-04,0F,145.7
2008-07-07,0F,143.975
2008-07-08,0F,138.575
2008-07-09,0F,136.475
2008-07-10,0F,133.2
2008-07-11,0F,146.525
2008-07-14,0F,142.275
2008-07-15,0F,142.65
2008-07-16,0F,135.55
2008-07-17,0F,138.15
2008-07-18,0F,137.7
2008-07-21,0F,139.125
2008-07-22,0F,134.0
2008-07-23,0F,133.225
2008-07-24,0F,136.45
2008-07-25,0F,133.35
2008-07-28,0F,135.9
2008-07-29,0F,131.375
2008-07-30,0F,130.6
2008-07-31,0F,131.275
2008-08-01,0F,126.65
2008-08-04,0F,125.625
2008-08-05,0F,123.1
2008-08-06,0F,122.8
2008-08-07,0F,122.2
2008-08-08,0F,119.575
2008-08-11,0F,118.95
2008-08-12,0F,122.175
2008-08-13,0F,120.65
2008-08-14,0F,121.375
2008-08-15,0F,122.9
2008-08-18,0F,124.1
2008-08-19,0F,123.925
2008-08-20,0F,125.475
2008-08-21,0F,122.6
2008-08-22,0F,121.15
2008-08-25,0F,122.725
2008-08-26,0F,122.1
2008-08-27,0F,124.175
2008-08-28,0F,119.325
2008-08-29,0F,117.825
2008-09-01,0F,121.0
2008-09-02,0F,119.9
2008-09-03,0F,120.2
2008-09-04,0F,123.95
2008-09-05,0F,119.5
2008-09-08,0F,124.625
2008-09-09,0F,126.225
2008-09-10,0F,124.875
2008-09-11,0F,125.65
2008-09-12,0F,125.8
2008-09-15,0F,166.55
2008-09-16,0F,152.025
2008-09-17,0F,168.125
2008-09-18,0F,162.25
2008-09-19,0F,153.125
2008-09-22,0F,150.65
2008-09-23,0F,156.1
2008-09-24,0F,160.9
2008-09-25,0F,159.525
2008-09-29,0F,188.725
2008-09-30,0F,191.825
2008-10-01,0F,195.325
2008-10-02,0F,204.125
2008-10-03,0F,196.175
2008-10-06,0F,229.25
2008-10-07,0F,212.025
2008-10-08,0F,225.425
2008-10-09,0F,210.25
2008-10-10,0F,214.5
2008-10-13,0F,205.125
2008-10-14,0F,197.225
2008-10-15,0F,185.275
2008-10-16,0F,185.775
2008-10-17,0F,172.0
2008-10-20,0F,170.575
2008-10-21,0F,165.525
2008-10-22,0F,168.875
2008-10-23,0F,189.7
2008-10-24,0F,182.1
2008-10-27,0F,185.2
2008-10-28,0F,176.375
2008-10-29,0F,164.85
2008-10-30,0F,157.65
2008-10-31,0F,158.025
2008-11-03,0F,153.875
2008-11-04,0F,156.45
2008-11-05,0F,155.375
2008-11-06,0F,150.575
2008-11-07,0F,144.425
2008-11-10,0F,143.25
2008-11-11,0F,149.125
2008-11-12,0F,144.825
2008-11-13,0F,171.2
2008-11-14,0F,179.9
2008-11-17,0F,181.725
2008-11-18,0F,182.85
2008-11-19,0F,181.0
2008-11-20,0F,185.325
2008-11-21,0F,177.65
2008-11-24,0F,163.325
2008-11-25,0F,166.025
2008-11-26,0F,167.275
2008-11-27,0F,165.7
2008-11-28,0F,171.875
2008-12-01,0F,158.65
2008-12-02,0F,149.075
2008-12-03,0F,145.125
2008-12-04,0F,145.775
2008-12-05,0F,146.425
2008-12-08,0F,146.225
2008-12-09,0F,145.95
2008-12-10,0F,148.0
2008-12-11,0F,141.975
2008-12-12,0F,141.325
2008-12-15,0F,132.75
2008-12-16,0F,104.325
2008-12-17,0F,96.15
2008-12-18,0F,96.3
2008-12-19,0F,96.6
2008-12-22,0F,105.125
2008-12-23,0F,110.075
2008-12-24,0F,109.775
2008-12-25,0F,110.225
2008-12-26,0F,109.225
2008-12-29,0F,109.4
2008-12-30,0F,107.475
2008-12-31,0F,104.725
2009-01-01,0F,101.925
2009-01-02,0F,104.125
2009-01-05,0F,100.175
2009-01-06,0F,99.65
2009-01-07,0F,92.775
2009-01-08,0F,89.65
2009-01-09,0F,83.225
2009-01-12,0F,83.55
2009-01-13,0F,84.1
2009-01-14,0F,84.9
2009-01-15,0F,100.35
2009-01-16,0F,99.325
2009-01-19,0F,99.7
2009-01-20,0F,101.6
2009-01-21,0F,105.2
2009-01-22,0F,104.7
2009-01-23,0F,110.55
2009-01-26,0F,110.475
2009-01-27,0F,109.725
2009-01-28,0F,107.775
2009-01-29,0F,105.35
2009-01-30,0F,111.7
2009-02-02,0F,114.55
2009-02-03,0F,114.275
2009-02-04,0F,115.1
2009-02-05,0F,107.225
2009-02-06,0F,115.075
2009-02-09,0F,110.85
2009-02-10,0F,111.75
2009-02-11,0F,104.275
2009-02-12,0F,99.8
2009-02-13,0F,104.6
2009-02-16,0F,104.85
2009-02-17,0F,102.125
2009-02-18,0F,101.6
2009-02-19,0F,103.875
2009-02-20,0F,103.15
2009-02-23,0F,101.2
2009-02-24,0F,99.075
2009-02-25,0F,99.275
2009-02-26,0F,98.15
2009-02-27,0F,97.025
2009-03-02,0F,94.125
2009-03-03,0F,94.775
2009-03-04,0F,94.825
2009-03-05,0F,90.875
2009-03-06,0F,89.95
2009-03-09,0F,100.95
2009-03-10,0F,95.75
2009-03-11,0F,93.275
2009-03-12,0F,94.225
2009-03-13,0F,92.275
2009-03-16,0F,91.7
2009-03-17,0F,89.15
2009-03-18,0F,85.65
2009-03-19,0F,85.475
2009-03-20,0F,82.15
2009-03-23,0F,81.8
2009-03-24,0F,83.075
2009-03-25,0F,81.15
2009-03-26,0F,84.4
2009-03-27,0F,79.8
2009-03-30,0F,83.475
2009-03-31,0F,81.2
2009-04-01,0F,81.3
2009-04-02,0F,81.1
2009-04-03,0F,87.275
2009-04-06,0F,89.55
2009-04-07,0F,90.675
2009-04-08,0F,89.8
2009-04-09,0F,89.225
2009-04-10,0F,90.025
2009-04-13,0F,88.4
2009-04-14,0F,85.325
2009-04-15,0F,86.35
2009-04-16,0F,83.8
2009-04-17,0F,89.325
2009-04-20,0F,89.375
2009-04-21,0F,88.75
2009-04-22,0F,91.15
2009-04-23,0F,89.75
2009-04-24,0F,91.75
2009-04-27,0F,91.625
2009-04-28,0F,84.3
2009-04-29,0F,84.025
2009-04-30,0F,83.2
2009-05-01,0F,87.125
2009-05-04,0F,88.55
2009-05-05,0F,86.625
2009-05-06,0F,84.85
2009-05-07,0F,82.7
2009-05-08,0F,89.3
2009-05-11,0F,85.025
2009-05-12,0F,84.75
2009-05-13,0F,86.15
2009-05-14,0F,90.375
2009-05-15,0F,88.05
2009-05-18,0F,87.25
2009-05-19,0F,79.95
2009-05-20,0F,80.5
2009-05-21,0F,82.25
2009-05-22,0F,85.75
2009-05-25,0F,82.65
2009-05-26,0F,87.475
2009-05-27,0F,88.475
2009-05-28,0F,89.475
2009-05-29,0F,83.45
2009-06-01,0F,89.85
2009-06-02,0F,87.125
2009-06-03,0F,79.9
2009-06-04,0F,86.325
2009-06-05,0F,117.675
2009-06-08,0F,136.45
2009-06-09,0F,134.6
2009-06-10,0F,133.7
2009-06-11,0F,130.35
2009-06-12,0F,124.8
2009-06-15,0F,117.25
2009-06-16,0F,115.25
2009-06-17,0F,114.05
2009-06-18,0F,124.0
2009-06-19,0F,119.875
2009-06-22,0F,128.5
2009-06-23,0F,125.65
2009-06-24,0F,115.825
2009-06-25,0F,114.625
2009-06-26,0F,107.5
2009-06-29,0F,111.3
2009-06-30,0F,113.875
2009-07-01,0F,111.7
2009-07-02,0F,106.125
2009-07-03,0F,102.95
2009-07-06,0F,103.85
2009-07-07,0F,98.55
2009-07-08,0F,95.85
2009-07-09,0F,95.075
2009-07-10,0F,97.05
2009-07-13,0F,97.45
2009-07-14,0F,100.45
2009-07-15,0F,112.875
2009-07-16,0F,105.625
2009-07-17,0F,110.05
2009-07-20,0F,108.925
2009-07-21,0F,104.175
2009-07-22,0F,99.3
2009-07-23,0F,103.975
2009-07-24,0F,105.75
2009-07-27,0F,109.475
2009-07-28,0F,106.025
2009-07-29,0F,114.15
2009-07-30,0F,114.825
2009-07-31,0F,120.975
2009-08-03,0F,125.975
2009-08-04,0F,120.65
2009-08-05,0F,127.55
2009-08-06,0F,130.525
2009-08-07,0F,140.6
2009-08-10,0F,142.45
2009-08-11,0F,138.55
2009-08-12,0F,135.625
2009-08-13,0F,132.2
2009-08-14,0F,129.95
2009-08-17,0F,128.4
2009-08-18,0F,119.875
2009-08-19,0F,118.2
2009-08-20,0F,116.8
2009-08-21,0F,118.05
2009-08-24,0F,115.425
2009-08-25,0F,112.7
2009-08-26,0F,109.8
2009-08-27,0F,108.85
2009-08-28,0F,107.8
2009-08-31,0F,111.8
2009-09-01,0F,108.15
2009-09-02,0F,109.575
2009-09-03,0F,108.475
2009-09-04,0F,106.85
2009-09-07,0F,107.15
2009-09-08,0F,106.6
2009-09-09,0F,104.6
2009-09-10,0F,101.875
2009-09-11,0F,102.675
2009-09-14,0F,99.525
2009-09-15,0F,102.45
2009-09-16,0F,108.4
2009-09-17,0F,108.8
2009-09-18,0F,111.875
2009-09-21,0F,109.825
2009-09-22,0F,110.05
2009-09-23,0F,107.05
2009-09-24,0F,107.425
2009-09-25,0F,112.85
2009-09-28,0F,114.875
2009-09-29,0F,114.25
2009-09-30,0F,117.65
2009-10-01,0F,115.2
2009-10-02,0F,112.475
2009-10-05,0F,107.425
2009-10-06,0F,105.45
2009-10-07,0F,106.0
2009-10-08,0F,103.275
2009-10-09,0F,107.725
2009-10-12,0F,114.8
2009-10-13,0F,110.225
2009-10-14,0F,110.7
2009-10-15,0F,112.925
2009-10-16,0F,114.675
2009-10-19,0F,113.825
2009-10-20,0F,111.8
2009-10-21,0F,110.125
2009-10-22,0F,112.5
2009-10-23,0F,111.775
2009-10-26,0F,115.475
2009-10-27,0F,112.95
2009-10-28,0F,105.6
2009-10-29,0F,105.85
2009-10-30,0F,107.15
2009-11-02,0F,104.7
2009-11-03,0F,105.025
2009-11-04,0F,109.3
2009-11-05,0F,101.775
2009-11-06,0F,94.0
2009-11-09,0F,92.725
2009-11-10,0F,88.5
2009-11-11,0F,89.725
2009-11-12,0F,88.85
2009-11-13,0F,86.475
2009-11-16,0F,86.7
2009-11-17,0F,86.3
2009-11-18,0F,83.925
2009-11-19,0F,82.75
2009-11-20,0F,82.85
2009-11-23,0F,83.6
2009-11-24,0F,81.9
2009-11-25,0F,82.775
2009-11-26,0F,76.875
2009-11-27,0F,84.025
2009-11-30,0F,84.925
2009-12-01,0F,86.925
2009-12-02,0F,85.45
2009-12-03,0F,87.5
2009-12-04,0F,95.625
2009-12-07,0F,92.175
2009-12-08,0F,89.7
2009-12-09,0F,90.75
2009-12-10,0F,91.95
2009-12-11,0F,92.925
2009-12-14,0F,91.025
2009-12-15,0F,100.45
2009-12-16,0F,97.9
2009-12-17,0F,94.075
2009-12-18,0F,91.6
2009-12-21,0F,95.45
2009-12-22,0F,100.825
2009-12-23,0F,98.3
2009-12-24,0F,103.275
2009-12-25,0F,103.125
2009-12-28,0F,103.075
2009-12-29,0F,103.85
2009-12-30,0F,101.375
2009-12-31,0F,106.6
2010-01-01,0F,105.125
2010-01-04,0F,104.7
2010-01-05,0F,103.175
2010-01-06,0F,103.9
2010-01-07,0F,104.2
2010-01-08,0F,100.15
2010-01-11,0F,95.225
2010-01-12,0F,91.75
2010-01-13,0F,93.75
2010-01-14,0F,90.125
2010-01-15,0F,86.15
2010-01-18,0F,86.0
2010-01-19,0F,89.65
2010-01-20,0F,88.9
2010-01-21,0F,87.175
2010-01-22,0F,85.875
2010-01-25,0F,86.25
2010-01-26,0F,85.475
2010-01-27,0F,85.65
2010-01-28,0F,90.2
2010-01-29,0F,84.3
2010-02-01,0F,90.45
2010-02-02,0F,89.05
2010-02-03,0F,90.275
2010-02-04,0F,89.375
2010-02-05,0F,89.375
2010-02-08,0F,89.575
2010-02-09,0F,91.2
2010-02-10,0F,92.3
2010-02-11,0F,87.05
2010-02-12,0F,85.95
2010-02-15,0F,87.375
2010-02-16,0F,86.75
2010-02-17,0F,89.8
2010-02-18,0F,87.9
2010-02-19,0F,92.7
2010-02-22,0F,89.1
2010-02-23,0F,86.15
2010-02-24,0F,87.025
2010-02-25,0F,84.8
2010-02-26,0F,82.7
2010-03-01,0F,82.525
2010-03-02,0F,79.25
2010-03-03,0F,78.4
2010-03-04,0F,78.425
2010-03-05,0F,79.2
2010-03-08,0F,81.175
2010-03-09,0F,79.775
2010-03-10,0F,79.025
2010-03-11,0F,82.0
2010-03-12,0F,84.175
2010-03-15,0F,81.925
2010-03-16,0F,84.05
2010-03-17,0F,80.425
2010-03-18,0F,84.2
2010-03-19,0F,86.725
2010-03-22,0F,89.45
2010-03-23,0F,88.0
2010-03-24,0F,95.3
2010-03-25,0F,89.9
2010-03-26,0F,86.2
2010-03-29,0F,85.5
2010-03-30,0F,84.2
2010-03-31,0F,86.375
2010-04-01,0F,88.5
2010-04-02,0F,88.15
2010-04-05,0F,93.9
2010-04-06,0F,91.175
2010-04-07,0F,91.65
2010-04-08,0F,90.075
2010-04-09,0F,86.25
2010-04-12,0F,88.175
2010-04-13,0F,86.5
2010-04-14,0F,84.675
2010-04-15,0F,82.85
2010-04-16,0F,78.825
2010-04-19,0F,78.4
2010-04-20,0F,81.15
2010-04-21,0F,82.625
2010-04-22,0F,85.75
2010-04-23,0F,86.675
2010-04-26,0F,90.05
2010-04-27,0F,94.0
2010-04-28,0F,85.725
2010-04-29,0F,80.7
2010-04-30,0F,85.1
2010-05-03,0F,87.225
2010-05-04,0F,89.425
2010-05-05,0F,86.25
2010-05-06,0F,94.65
2010-05-07,0F,88.9
2010-05-10,0F,83.15
2010-05-11,0F,79.175
2010-05-12,0F,76.9
2010-05-13,0F,74.825
2010-05-14,0F,79.325
2010-05-17,0F,79.125
2010-05-18,0F,80.85
2010-05-19,0F,77.025
2010-05-20,0F,75.075
2010-05-21,0F,75.625
2010-05-24,0F,86.175
2010-05-25,0F,91.375
2010-05-26,0F,90.15
2010-05-27,0F,87.65
2010-05-28,0F,86.85
2010-05-31,0F,87.75
2010-06-01,0F,88.0
2010-06-02,0F,83.6
2010-06-03,0F,84.05
2010-06-04,0F,81.125
2010-06-07,0F,81.75
2010-06-08,0F,83.2
2010-06-09,0F,80.0
2010-06-10,0F,79.3
2010-06-11,0F,76.1
2010-06-14,0F,75.375
2010-06-15,0F,73.925
2010-06-16,0F,73.75
2010-06-17,0F,71.0
2010-06-18,0F,69.325
2010-06-21,0F,68.7
2010-06-22,0F,67.725
2010-06-23,0F,64.25
2010-06-24,0F,65.875
2010-06-25,0F,64.875
2010-06-28,0F,63.6
2010-06-29,0F,66.875
2010-06-30,0F,65.3
2010-07-01,0F,66.475
2010-07-02,0F,64.5
2010-07-05,0F,64.925
2010-07-06,0F,64.25
2010-07-07,0F,63.4
2010-07-08,0F,63.6
2010-07-09,0F,62.225
2010-07-12,0F,61.175
2010-07-13,0F,61.7
2010-07-14,0F,60.3
2010-07-15,0F,60.025
2010-07-16,0F,59.375
2010-07-19,0F,60.5
2010-07-20,0F,57.45
2010-07-21,0F,58.25
2010-07-22,0F,54.4
2010-07-23,0F,53.7
2010-07-26,0F,55.8
2010-07-27,0F,57.775
2010-07-28,0F,56.0
2010-07-29,0F,55.8
2010-07-30,0F,54.85
2010-08-02,0F,56.225
2010-08-03,0F,55.2
2010-08-04,0F,55.85
2010-08-05,0F,53.85
2010-08-06,0F,52.6
2010-08-09,0F,52.625
2010-08-10,0F,50.8
2010-08-11,0F,47.75
2010-08-12,0F,51.8
2010-08-13,0F,52.85
2010-08-16,0F,53.85
2010-08-17,0F,52.25
2010-08-18,0F,50.45
2010-08-19,0F,51.475
2010-08-20,0F,53.075
2010-08-23,0F,52.825
2010-08-24,0F,52.125
2010-08-25,0F,54.375
2010-08-26,0F,55.875
2010-08-27,0F,55.55
2010-08-30,0F,55.25
2010-08-31,0F,52.8
2010-09-01,0F,56.1
2010-09-02,0F,52.875
2010-09-03,0F,51.825
2010-09-06,0F,51.8
2010-09-07,0F,51.95
2010-09-08,0F,53.575
2010-09-09,0F,57.125
2010-09-10,0F,58.2
2010-09-13,0F,58.325
2010-09-14,0F,55.8
2010-09-15,0F,55.3
2010-09-16,0F,53.375
2010-09-17,0F,52.9
2010-09-20,0F,56.075
2010-09-21,0F,54.475
2010-09-22,0F,50.875
2010-09-23,0F,50.25
2010-09-24,0F,49.375
2010-09-27,0F,48.275
2010-09-28,0F,47.1
2010-09-29,0F,47.65
2010-09-30,0F,47.725
2010-10-01,0F,46.875
2010-10-04,0F,45.575
2010-10-05,0F,44.6
2010-10-06,0F,39.1
2010-10-07,0F,40.25
2010-10-08,0F,38.5
2010-10-11,0F,39.425
2010-10-12,0F,39.275
2010-10-13,0F,39.275
2010-10-14,0F,41.25
2010-10-15,0F,38.05
2010-10-18,0F,40.475
2010-10-19,0F,40.0
2010-10-20,0F,39.65
2010-10-21,0F,40.325
2010-10-22,0F,41.05
2010-10-25,0F,41.25
2010-10-26,0F,40.85
2010-10-27,0F,42.375
2010-10-28,0F,42.3
2010-10-29,0F,40.45
2010-11-01,0F,44.1
2010-11-02,0F,43.25
2010-11-03,0F,37.7
2010-11-04,0F,37.125
2010-11-05,0F,36.35
2010-11-08,0F,45.6
2010-11-09,0F,55.125
2010-11-10,0F,57.9
2010-11-11,0F,59.4
2010-11-12,0F,61.65
2010-11-15,0F,71.4
2010-11-16,0F,59.875
2010-11-17,0F,54.2
2010-11-18,0F,59.8
2010-11-19,0F,57.225
2010-11-22,0F,49.525
2010-11-23,0F,50.3
2010-11-24,0F,60.25
2010-11-25,0F,61.975
2010-11-26,0F,68.3
2010-11-29,0F,66.65
2010-11-30,0F,67.975
2010-12-01,0F,71.65
2010-12-02,0F,71.4
2010-12-03,0F,64.65
2010-12-06,0F,59.75
2010-12-07,0F,65.25
2010-12-08,0F,66.925
2010-12-09,0F,69.65
2010-12-10,0F,70.575
2010-12-13,0F,72.325
2010-12-14,0F,74.275
2010-12-15,0F,70.6
2010-12-16,0F,74.25
2010-12-17,0F,70.825
2010-12-20,0F,68.25
2010-12-21,0F,62.7
2010-12-22,0F,62.45
2010-12-23,0F,67.1
2010-12-27,0F,69.95
2010-12-28,0F,68.55
2010-12-29,0F,70.275
2010-12-30,0F,73.075
2010-12-31,0F,64.375
2011-01-03,0F,64.325
2011-01-04,0F,59.975
2011-01-05,0F,69.4
2011-01-06,0F,70.85
2011-01-07,0F,63.7
2011-01-10,0F,65.15
2011-01-11,0F,64.475
2011-01-12,0F,62.0
2011-01-13,0F,59.15
2011-01-14,0F,56.35
2011-01-17,0F,55.25
2011-01-18,0F,54.6
2011-01-19,0F,58.425
2011-01-20,0F,58.35
2011-01-21,0F,60.8
2011-01-24,0F,61.05
2011-01-25,0F,60.3
2011-01-26,0F,62.275
2011-01-27,0F,60.575
2011-01-28,0F,53.15
2011-01-31,0F,61.625
2011-02-01,0F,60.15
2011-02-02,0F,63.225
2011-02-03,0F,63.65
2011-02-04,0F,66.925
2011-02-07,0F,66.65
2011-02-08,0F,69.725
2011-02-09,0F,68.025
2011-02-10,0F,69.375
2011-02-11,0F,67.35
2011-02-14,0F,66.75
2011-02-15,0F,66.725
2011-02-16,0F,67.3
2011-02-17,0F,64.8
2011-02-18,0F,65.025
2011-02-21,0F,64.8
2011-02-22,0F,64.35
2011-02-23,0F,60.975
2011-02-24,0F,58.875
2011-02-25,0F,58.125
2011-02-28,0F,56.275
2011-03-01,0F,56.1
2011-03-02,0F,56.425
2011-03-03,0F,64.6
2011-03-04,0F,61.0
2011-03-07,0F,61.225
2011-03-08,0F,62.425
2011-03-09,0F,60.7
2011-03-10,0F,58.9
2011-03-11,0F,58.35
2011-03-14,0F,55.075
2011-03-15,0F,54.175
2011-03-16,0F,52.55
2011-03-17,0F,54.8
2011-03-18,0F,53.175
2011-03-21,0F,54.4
2011-03-22,0F,56.8
2011-03-23,0F,55.975
2011-03-24,0F,56.1
2011-03-25,0F,61.45
2011-03-28,0F,64.1
2011-03-29,0F,64.55
2011-03-30,0F,67.325
2011-03-31,0F,67.85
2011-04-01,0F,72.5
2011-04-04,0F,65.15
2011-04-05,0F,69.275
2011-04-06,0F,69.625
2011-04-07,0F,68.25
2011-04-08,0F,67.65
2011-04-11,0F,68.275
2011-04-12,0F,66.95
2011-04-13,0F,64.9
2011-04-14,0F,62.85
2011-04-15,0F,63.8
2011-04-18,0F,58.425
2011-04-19,0F,59.35
2011-04-20,0F,58.55
2011-04-21,0F,58.35
2011-04-22,0F,55.05
2011-04-25,0F,57.2
2011-04-26,0F,57.95
2011-04-27,0F,57.2
2011-04-28,0F,54.9
2011-04-29,0F,51.825
2011-05-02,0F,51.425
2011-05-03,0F,51.425
2011-05-04,0F,51.075
2011-05-05,0F,51.6
2011-05-06,0F,49.55
2011-05-09,0F,49.55
2011-05-10,0F,48.85
2011-05-11,0F,48.75
2011-05-12,0F,49.25
2011-05-13,0F,49.325
2011-05-16,0F,47.575
2011-05-17,0F,45.5
2011-05-18,0F,47.625
2011-05-19,0F,48.875
2011-05-20,0F,48.95
2011-05-23,0F,47.35
2011-05-24,0F,47.45
2011-05-25,0F,47.45
2011-05-26,0F,45.1
2011-05-27,0F,44.65
2011-05-30,0F,44.35
2011-05-31,0F,43.825
2011-06-01,0F,41.925
2011-06-02,0F,43.35
2011-06-03,0F,41.625
2011-06-06,0F,43.15
2011-06-07,0F,40.725
2011-06-08,0F,38.425
2011-06-09,0F,40.725
2011-06-10,0F,40.425
2011-06-13,0F,40.5
2011-06-14,0F,43.775
2011-06-15,0F,45.95
2011-06-16,0F,46.45
2011-06-17,0F,43.95
2011-06-20,0F,45.45
2011-06-21,0F,43.9
2011-06-22,0F,42.025
2011-06-23,0F,41.275
2011-06-24,0F,42.85
2011-06-27,0F,48.275
2011-06-28,0F,50.1
2011-06-29,0F,48.45
2011-06-30,0F,48.35
2011-07-01,0F,49.0
2011-07-04,0F,48.1
2011-07-05,0F,47.95
2011-07-06,0F,46.425
2011-07-07,0F,49.125
2011-07-08,0F,46.125
2011-07-11,0F,46.15
2011-07-12,0F,48.9
2011-07-13,0F,45.85
2011-07-14,0F,46.95
2011-07-15,0F,46.525
2011-07-18,0F,51.375
2011-07-19,0F,50.95
2011-07-20,0F,49.775
2011-07-21,0F,48.275
2011-07-22,0F,44.325
2011-07-25,0F,45.2
2011-07-26,0F,45.3
2011-07-27,0F,48.05
2011-07-28,0F,47.1
2011-07-29,0F,45.425
2011-08-01,0F,44.175
2011-08-02,0F,43.45
2011-08-03,0F,46.3
2011-08-04,0F,44.65
2011-08-05,0F,45.3
2011-08-08,0F,51.3
2011-08-09,0F,36.575
2011-08-10,0F,34.85
2011-08-11,0F,37.425
2011-08-12,0F,37.2
2011-08-15,0F,37.825
2011-08-16,0F,36.85
2011-08-17,0F,36.05
2011-08-18,0F,37.575
2011-08-19,0F,41.225
2011-08-22,0F,46.225
2011-08-23,0F,47.975
2011-08-24,0F,46.3
2011-08-25,0F,45.0
2011-08-26,0F,44.575
2011-08-29,0F,45.25
2011-08-30,0F,44.375
2011-08-31,0F,44.275
2011-09-01,0F,43.3
2011-09-02,0F,46.95
2011-09-05,0F,42.125
2011-09-06,0F,48.025
2011-09-07,0F,49.425
2011-09-08,0F,46.85
2011-09-09,0F,47.05
2011-09-12,0F,49.225
2011-09-13,0F,48.475
2011-09-14,0F,49.4
2011-09-15,0F,48.325
2011-09-16,0F,48.775
2011-09-19,0F,48.25
2011-09-20,0F,48.35
2011-09-21,0F,47.0
2011-09-22,0F,49.05
2011-09-23,0F,48.725
2011-09-26,0F,49.4
2011-09-27,0F,47.05
2011-09-28,0F,46.675
2011-09-29,0F,45.725
2011-09-30,0F,47.15
2011-10-03,0F,48.825
2011-10-04,0F,52.375
2011-10-05,0F,55.05
2011-10-06,0F,53.5
2011-10-07,0F,54.65
2011-10-10,0F,54.4
2011-10-11,0F,57.4
2011-10-12,0F,58.85
2011-10-13,0F,56.45
2011-10-14,0F,55.575
2011-10-17,0F,56.925
2011-10-18,0F,55.5
2011-10-19,0F,56.825
2011-10-20,0F,55.45
2011-10-21,0F,55.725
2011-10-24,0F,55.6
2011-10-25,0F,53.075
2011-10-26,0F,54.8
2011-10-27,0F,54.625
2011-10-28,0F,50.3
2011-10-31,0F,48.75
2011-11-01,0F,48.35
2011-11-02,0F,46.1
2011-11-03,0F,45.25
2011-11-04,0F,45.325
2011-11-07,0F,46.05
2011-11-08,0F,46.2
2011-11-09,0F,52.775
2011-11-10,0F,58.25
2011-11-11,0F,54.6
2011-11-14,0F,59.15
2011-11-15,0F,61.975
2011-11-16,0F,66.9
2011-11-17,0F,74.3
2011-11-18,0F,71.05
2011-11-21,0F,72.5
2011-11-22,0F,70.05
2011-11-23,0F,71.5
2011-11-24,0F,72.475
2011-11-25,0F,72.75
2011-11-28,0F,70.05
2011-11-29,0F,68.05
2011-11-30,0F,53.7
2011-12-01,0F,54.2
2011-12-02,0F,52.75
2011-12-05,0F,53.55
2011-12-06,0F,52.8
2011-12-07,0F,51.9
2011-12-08,0F,50.65
2011-12-09,0F,51.4
2011-12-12,0F,50.8
2011-12-13,0F,50.45
2011-12-14,0F,55.25
2011-12-15,0F,55.0
2011-12-16,0F,53.3
2011-12-19,0F,54.375
2011-12-20,0F,54.1
2011-12-21,0F,52.85
2011-12-22,0F,53.675
2011-12-23,0F,55.175
2011-12-26,0F,55.3
2011-12-27,0F,54.1
2011-12-28,0F,54.325
2011-12-29,0F,54.0
2011-12-30,0F,49.95
2012-01-02,0F,50.075
2012-01-03,0F,50.8
2012-01-04,0F,50.25
2012-01-05,0F,48.575
2012-01-06,0F,44.125
2012-01-09,0F,41.9
2012-01-10,0F,42.025
2012-01-11,0F,40.9
2012-01-12,0F,40.275
2012-01-13,0F,39.225
2012-01-16,0F,36.65
2012-01-17,0F,38.175
2012-01-18,0F,37.25
2012-01-19,0F,37.65
2012-01-20,0F,39.725
2012-01-23,0F,39.85
2012-01-24,0F,37.65
2012-01-25,0F,34.0
2012-01-26,0F,34.475
2012-01-27,0F,33.05
2012-01-30,0F,33.6
2012-01-31,0F,33.4
2012-02-01,0F,32.95
2012-02-02,0F,32.15
2012-02-03,0F,35.85
2012-02-06,0F,33.5
2012-02-07,0F,36.7
2012-02-08,0F,37.3
2012-02-09,0F,34.45
2012-02-10,0F,35.8
2012-02-13,0F,35.1
2012-02-14,0F,35.0
2012-02-15,0F,36.9
2012-02-16,0F,38.25
2012-02-17,0F,38.85
2012-02-20,0F,39.15
2012-02-21,0F,42.2
2012-02-22,0F,37.3
2012-02-23,0F,37.15
2012-02-24,0F,37.2
2012-02-27,0F,36.3
2012-02-28,0F,35.55
2012-02-29,0F,36.95
2012-03-01,0F,35.75
2012-03-02,0F,33.6
2012-03-05,0F,35.65
2012-03-06,0F,34.975
2012-03-07,0F,34.875
2012-03-08,0F,35.2
2012-03-09,0F,34.8
2012-03-12,0F,34.25
2012-03-13,0F,39.15
2012-03-14,0F,42.35
2012-03-15,0F,37.05
2012-03-16,0F,35.75
2012-03-19,0F,37.2
2012-03-20,0F,47.25
2012-03-21,0F,42.85
2012-03-22,0F,40.1
2012-03-23,0F,38.3
2012-03-26,0F,38.05
2012-03-27,0F,34.25
2012-03-28,0F,35.05
2012-03-29,0F,33.05
