Date,MATURITY,PX_LAST
2021-12-24,6,80.1066
2021-12-27,6,77.6519
2021-12-28,6,77.8644
2021-12-29,6,78.2663
2021-12-30,6,77.3822
2021-12-31,6,79.5941
2022-01-03,6,76.2079
2022-01-04,6,76.4603
2022-01-05,6,77.8079
2022-01-06,6,77.5113
2022-01-07,6,77.0711
2022-01-10,6,77.2102
2022-01-11,6,77.0726
2022-01-12,6,78.045
2022-01-13,6,77.6186
2022-01-14,6,77.9047
2022-01-17,6,79.1157
2022-01-18,6,77.4325
2022-01-19,6,78.7563
2022-01-20,6,78.1834
2022-01-21,6,77.5666
2022-01-24,6,79.0191
2022-01-25,6,79.9492
2022-01-26,6,78.6964
2022-01-27,6,80.5222
2022-01-28,6,80.0617
2022-01-31,6,79.939
2022-02-01,6,79.7016
2022-02-02,6,80.3494
2022-02-03,6,80.8433
2022-02-04,6,80.8053
2022-02-07,6,83.9951
2022-02-08,6,82.1269
2022-02-09,6,83.3269
2022-02-10,6,81.419
2022-02-11,6,78.846
2022-02-14,6,89.3959
2022-02-15,6,84.57
2022-02-16,6,84.5276
2022-02-17,6,84.5196
2022-02-18,6,83.7141
2022-02-21,6,82.1257
2022-02-22,6,84.4626
2022-02-23,6,84.244
2022-02-24,6,88.2261
2022-02-25,6,82.9387
2022-02-28,6,87.4295
2022-03-01,6,84.3185
2022-03-02,6,84.878
2022-03-03,6,85.7027
2022-03-04,6,84.0823
2022-03-07,6,83.3227
2022-03-08,6,86.7078
2022-03-09,6,87.5361
2022-03-10,6,84.748
2022-03-11,6,84.3017
2022-03-14,6,84.3653
2022-03-15,6,78.5351
2022-03-16,6,85.5529
2022-03-17,6,86.7817
2022-03-18,6,88.347
2022-03-21,6,93.9663
2022-03-22,6,85.3761
2022-03-23,6,84.9965
2022-03-24,6,104.1486
2022-03-25,6,100.0073
2022-03-28,6,84.7047
2022-03-29,6,109.6583
2022-03-30,6,109.5051
2022-03-31,6,105.9419
2022-04-01,6,99.5003
2022-04-04,6,98.5318
2022-04-05,6,103.9735
2022-04-06,6,102.3941
2022-04-07,6,101.9038
2022-04-08,6,100.6844
2022-04-11,6,101.8144
2022-04-12,6,101.3596
2022-04-13,6,101.681
2022-04-14,6,101.3847
2022-04-15,6,101.7303
2022-04-18,6,101.9451
2022-04-19,6,101.3979
2022-04-20,6,101.9503
2022-04-21,6,101.7155
2022-04-22,6,101.9463
2022-04-25,6,101.4565
2022-04-26,6,100.971
2022-04-27,6,101.0107
2022-04-28,6,101.1428
2022-04-29,6,102.1431
2022-05-02,6,100.7
2022-05-03,6,100.9507
2022-05-04,6,102.1013
2022-05-05,6,101.6575
2022-05-06,6,100.6869
2022-05-09,6,101.2126
2022-05-10,6,101.3624
2022-05-11,6,100.2818
2022-05-12,6,100.7199
2022-05-13,6,101.9391
2022-05-16,6,101.8281
2022-05-17,6,102.0266
2022-05-18,6,100.2386
2022-05-19,6,102.5636
2022-05-20,6,103.2514
2022-05-23,6,101.4767
2022-05-24,6,99.795
2022-05-25,6,99.3428
2022-05-26,6,98.1821
2022-05-27,6,99.1273
2022-05-30,6,92.4819
2022-05-31,6,93.8341
2022-06-01,6,94.2274
2022-06-02,6,94.2199
2022-06-03,6,94.0731
2022-06-06,6,94.5311
2022-06-07,6,94.5384
2022-06-08,6,94.2053
2022-06-09,6,94.5205
2022-06-10,6,94.4344
2022-06-13,6,94.0389
2022-06-14,6,80.8279
2022-06-15,6,80.9218
2022-06-16,6,88.5455
2022-06-17,6,94.1663
2022-06-20,6,106.3429
2022-06-21,6,94.1484
2022-06-22,6,95.2375
2022-06-23,6,94.7571
2022-06-24,6,95.1544
2022-06-27,6,103.7353
2022-06-28,6,102.4641
2022-06-29,6,103.7237
2022-06-30,6,103.5107
2022-07-01,6,101.842
2022-07-04,6,98.548
2022-07-05,6,104.0486
2022-07-06,6,104.4799
2022-07-07,6,104.2486
2022-07-08,6,102.2552
2022-07-11,6,101.6412
2022-07-12,6,102.3854
2022-07-13,6,101.2361
2022-07-14,6,102.1529
2022-07-15,6,102.3743
2022-07-18,6,102.5636
2022-07-19,6,102.0971
2022-07-20,6,102.0865
2022-07-21,6,102.214
2022-07-22,6,102.7504
2022-07-25,6,103.3386
2022-07-26,6,101.5984
2022-07-27,6,101.2392
2022-07-28,6,101.503
2022-07-29,6,102.7468
2022-08-01,6,102.0272
2022-08-02,6,102.4263
2022-08-03,6,102.3006
2022-08-04,6,102.6109
2022-08-05,6,102.4415
2022-08-08,6,101.76
2022-08-09,6,101.8736
2022-08-10,6,101.236
2022-08-11,6,101.4633
2022-08-12,6,101.0261
2022-08-15,6,102.6925
2022-08-16,6,102.3543
2022-08-17,6,102.2431
2022-08-18,6,101.2553
2022-08-19,6,102.0682
2022-08-22,6,102.2098
2022-08-23,6,102.0012
2022-08-24,6,102.3368
2022-08-25,6,99.9615
2022-08-26,6,104.1885
2022-08-29,6,102.7744
2022-08-30,6,102.0219
2022-08-31,6,103.1176
2022-09-01,6,101.6075
2022-09-02,6,102.3511
2022-09-05,6,105.546
2022-09-06,6,102.4213
2022-09-07,6,102.2118
2022-09-08,6,102.4786
2022-09-09,6,102.2457
2022-09-12,6,102.6033
2022-09-13,6,102.9978
2022-09-14,6,102.3908
2022-09-15,6,101.8771
2022-09-16,6,102.0663
2022-09-19,6,102.1793
2022-09-20,6,101.6763
2022-09-21,6,102.0209
2022-09-22,6,102.179
2022-09-23,6,102.1385
2022-09-26,6,102.0531
2022-09-27,6,102.0683
2022-09-28,6,103.6454
2022-09-29,6,105.1273
2022-09-30,6,102.9605
2022-10-03,6,102.2659
2022-10-04,6,101.3778
2022-10-05,6,103.2077
2022-10-06,6,102.1195
2022-10-07,6,102.274
2022-10-10,6,116.0622
2022-10-11,6,102.3492
2022-10-12,6,102.1545
2022-10-13,6,102.0091
2022-10-14,6,102.4808
2022-10-17,6,101.7765
2022-10-18,6,102.3607
2022-10-19,6,102.0282
2022-10-20,6,101.8961
2022-10-21,6,102.1036
2022-10-24,6,102.1626
2022-10-25,6,101.6626
2022-10-26,6,101.5581
2022-10-27,6,101.3011
2022-10-28,6,103.6071
2022-10-31,6,102.0191
2022-11-01,6,101.1449
2022-11-02,6,103.3715
2022-11-03,6,102.3643
2022-11-04,6,102.0442
2022-11-07,6,101.7755
2022-11-08,6,102.2158
2022-11-09,6,102.5956
2022-11-10,6,101.8965
2022-11-11,6,99.7624
2022-11-14,6,92.4909
2022-11-15,6,102.5901
2022-11-16,6,101.7898
2022-11-17,6,101.9656
2022-11-18,6,102.4297
2022-11-21,6,102.2257
2022-11-22,6,98.9985
2022-11-23,6,103.2956
2022-11-24,6,101.9791
2022-11-25,6,99.5381
2022-11-28,6,101.581
2022-11-29,6,102.2486
2022-11-30,6,103.2881
2022-12-01,6,101.8316
2022-12-02,6,102.5435
2022-12-05,6,102.6007
2022-12-06,6,101.7726
2022-12-07,6,101.9071
2022-12-08,6,102.5649
2022-12-09,6,102.1198
2022-12-12,6,102.1426
2022-12-13,6,102.2992
2022-12-14,6,102.0204
2022-12-15,6,102.0564
2022-12-16,6,102.1711
2022-12-19,6,101.7117
2022-12-20,6,109.5596
2022-12-21,6,102.6287
2022-12-22,6,102.4373
2022-12-23,6,102.2972
2022-12-26,6,112.4747
2022-12-27,6,112.9532
2022-12-28,6,101.8762
2022-12-29,6,102.7035
2022-12-30,6,103.6329
2023-01-02,6,117.1582
2023-01-03,6,101.3828
2023-01-04,6,101.868
2023-01-05,6,102.7811
2023-01-06,6,102.3995
2023-01-09,6,102.6622
2023-01-10,6,102.0055
2023-01-11,6,102.0563
2023-01-12,6,102.1539
2023-01-13,6,101.6729
2023-01-16,6,97.2752
2023-01-17,6,101.584
2023-01-18,6,102.8345
2023-01-19,6,101.9761
2023-01-20,6,101.9043
2023-01-23,6,102.3244
2023-01-24,6,102.0823
2023-01-25,6,102.1074
2023-01-26,6,99.8916
2023-01-27,6,102.65
2023-01-30,6,102.2005
2023-01-31,6,102.2743
2023-02-01,6,101.7809
2023-02-02,6,101.8801
2023-02-03,6,99.633
2023-02-06,6,99.9507
2023-02-07,6,102.0094
2023-02-08,6,101.6641
2023-02-09,6,101.9219
2023-02-10,6,102.395
2023-02-13,6,101.6549
2023-02-14,6,101.664
2023-02-15,6,101.3229
2023-02-16,6,102.3158
2023-02-17,6,102.2095
2023-02-20,6,96.2048
2023-02-21,6,102.5062
2023-02-22,6,102.231
2023-02-23,6,100.2454
2023-02-24,6,101.5202
2023-02-27,6,101.8601
2023-02-28,6,101.8416
2023-03-01,6,102.3837
2023-03-02,6,102.2156
2023-03-03,6,102.1675
2023-03-06,6,102.1557
2023-03-07,6,102.0552
2023-03-08,6,101.6886
2023-03-09,6,102.9542
2023-03-10,6,101.9618
2023-03-13,6,102.8728
2023-03-14,6,102.0552
2023-03-15,6,101.9905
2023-03-16,6,102.193
2023-03-17,6,100.974
2023-03-20,6,103.1322
2023-03-21,6,102.8118
2023-03-22,6,101.7589
2023-03-23,6,101.6057
2023-03-24,6,102.4625
2023-03-27,6,102.9541
2023-03-28,6,101.8327
2023-03-29,6,101.7315
2023-03-30,6,104.0534
2023-03-31,6,101.949
2023-04-03,6,101.8579
2023-04-04,6,101.8894
2023-04-05,6,101.4672
2023-04-06,6,102.2367
2023-04-07,6,101.3416
2023-04-10,6,100.3146
2023-04-11,6,101.8192
2023-04-12,6,100.7736
2023-04-13,6,100.99
2023-04-14,6,102.4938
2023-04-17,6,101.4571
2023-04-18,6,99.7086
2023-04-19,6,102.033
2023-04-20,6,100.9947
2023-04-21,6,102.0781
2023-04-24,6,102.5551
2023-04-25,6,101.9409
2023-04-26,6,101.7717
2023-04-27,6,101.1382
2023-04-28,6,101.9093
2023-05-01,6,102.5519
2023-05-02,6,106.1659
2023-05-03,6,101.771
2023-05-04,6,102.1333
2023-05-05,6,101.9911
2023-05-08,6,101.6857
2023-05-09,6,102.3841
2023-05-10,6,101.8974
2023-05-11,6,102.2368
2023-05-12,6,101.5589
2023-05-15,6,102.8124
2023-05-16,6,102.4061
2023-05-17,6,102.347
2023-05-18,6,101.5731
2023-05-19,6,104.478
2023-05-22,6,104.7014
2023-05-23,6,101.9429
2023-05-24,6,105.4995
2023-05-25,6,99.308
2023-05-26,6,103.0154
2023-05-29,6,103.0185
2023-05-30,6,102.2959
2023-05-31,6,102.0962
2023-06-01,6,102.1659
2023-06-02,6,102.4787
2023-06-05,6,101.9053
2023-06-06,6,102.2493
2023-06-07,6,102.2838
2023-06-08,6,102.8854
2023-06-09,6,103.1267
2023-06-12,6,99.4072
2023-06-13,6,99.3544
2023-06-14,6,100.3194
2023-06-15,6,101.1152
2023-06-16,6,101.2913
2023-06-19,6,100.9057
2023-06-20,6,102.3388
2023-06-21,6,101.5673
2023-06-22,6,101.5162
2023-06-23,6,102.1671
2023-06-26,6,102.4223
2023-06-27,6,102.3167
2023-06-28,6,102.6259
2023-06-29,6,101.0164
2023-06-30,6,99.9483
2023-07-03,6,99.6315
2023-07-04,6,101.0386
2023-07-05,6,99.0602
2023-07-06,6,99.2802
2023-07-07,6,98.7501
2023-07-10,6,98.4062
2023-07-11,6,98.4372
2023-07-12,6,98.9358
2023-07-13,6,96.5329
2023-07-14,6,97.4286
2023-07-17,6,98.555
2023-07-18,6,97.7999
2023-07-19,6,98.6227
2023-07-20,6,97.9855
2023-07-21,6,98.8721
2023-07-24,6,99.6152
2023-07-25,6,100.1746
2023-07-26,6,99.993
2023-07-27,6,104.3534
2023-07-28,6,103.329
2023-07-31,6,103.6737
2023-08-01,6,106.2377
2023-08-02,6,108.0386
2023-08-03,6,112.6433
2023-08-04,6,108.1586
2023-08-07,6,97.0242
2023-08-08,6,108.3536
2023-08-09,6,108.4669
2023-08-10,6,108.4542
2023-08-11,6,108.8808
2023-08-14,6,109.1433
2023-08-15,6,108.9293
2023-08-16,6,108.9678
2023-08-17,6,110.9769
2023-08-18,6,109.3728
2023-08-21,6,109.3801
2023-08-22,6,109.691
2023-08-23,6,109.2097
2023-08-24,6,110.1754
2023-08-25,6,109.9625
2023-08-28,6,110.0795
2023-08-29,6,109.8007
2023-08-30,6,109.6413
2023-08-31,6,109.8706
2023-09-01,6,109.4218
2023-09-04,6,108.182
2023-09-05,6,109.5478
2023-09-06,6,109.8725
2023-09-07,6,110.3371
2023-09-08,6,109.9249
2023-09-11,6,110.0532
2023-09-12,6,109.8546
2023-09-13,6,109.6703
2023-09-14,6,110.0622
2023-09-15,6,110.1464
2023-09-18,6,109.6928
2023-09-19,6,110.2599
2023-09-20,6,110.3218
2023-09-21,6,110.8656
2023-09-22,6,110.3751
2023-09-25,6,110.7696
2023-09-26,6,110.6003
2023-09-27,6,110.7081
2023-09-28,6,110.795
2023-09-29,6,110.5798
2023-10-02,6,111.0268
2023-10-03,6,111.4896
2023-10-04,6,111.7726
2023-10-05,6,110.6262
2023-10-06,6,111.9676
2023-10-09,6,117.8374
2023-10-10,6,110.6537
2023-10-11,6,110.9746
2023-10-12,6,124.3275
2023-10-13,6,120.187
2023-10-16,6,120.8857
2023-10-17,6,123.127
2023-10-18,6,126.2495
2023-10-19,6,125.5122
2023-10-20,6,124.6499
2023-10-23,6,123.0915
2023-10-24,6,122.157
2023-10-25,6,122.3134
2023-10-26,6,121.1925
2023-10-27,6,121.5945
2023-10-30,6,121.326
2023-10-31,6,121.1691
2023-11-01,6,119.6076
2023-11-02,6,120.5788
2023-11-03,6,125.1559
2023-11-06,6,119.6026
2023-11-07,6,118.7687
2010-09-30,7,101.725
2010-10-01,7,100.6
2010-10-04,7,100.125
2010-10-05,7,101.225
2010-10-06,7,99.025
2010-10-07,7,100.65
2010-10-08,7,97.775
2010-10-11,7,99.7
2010-10-12,7,95.825
2010-10-13,7,95.525
2010-10-14,7,94.625
2010-10-15,7,94.525
2010-10-18,7,92.95
2010-10-19,7,94.25
2010-10-20,7,94.825
2010-10-21,7,96.175
2010-10-22,7,96.675
2010-10-25,7,96.575
2010-10-26,7,96.175
2010-10-27,7,95.525
2010-10-28,7,96.95
2010-10-29,7,94.95
2010-11-01,7,96.175
2010-11-02,7,97.45
2010-11-03,7,96.7
2010-11-04,7,96.6
2010-11-05,7,96.675
2010-11-08,7,97.1
2010-11-09,7,98.9
2010-11-10,7,101.6
2010-11-11,7,94.175
2010-11-12,7,101.25
2010-11-15,7,98.3
2010-11-16,7,98.625
2010-11-17,7,98.475
2010-11-18,7,99.1
2010-11-19,7,98.475
2010-11-22,7,100.675
2010-11-23,7,100.0
2010-11-24,7,101.975
2010-11-25,7,87.925
2010-11-26,7,101.025
2010-11-29,7,102.125
2010-11-30,7,97.575
2010-12-01,7,105.35
2010-12-02,7,105.5
2010-12-03,7,105.2
2010-12-06,7,108.25
2010-12-07,7,108.275
2010-12-08,7,109.55
2010-12-09,7,107.95
2010-12-10,7,109.075
2010-12-13,7,108.075
2010-12-14,7,109.475
2010-12-15,7,112.275
2010-12-16,7,111.05
2010-12-17,7,109.725
2010-12-20,7,109.65
2010-12-21,7,109.45
2010-12-22,7,109.6
2010-12-23,7,114.025
2010-12-27,7,109.85
2010-12-28,7,112.525
2010-12-29,7,111.925
2010-12-30,7,111.25
2010-12-31,7,111.95
2011-01-03,7,111.125
2011-01-04,7,110.125
2011-01-05,7,110.625
2011-01-06,7,110.375
2011-01-07,7,108.8
2011-01-10,7,108.275
2011-01-11,7,109.35
2011-01-12,7,109.075
2011-01-13,7,109.675
2011-01-14,7,111.85
2011-01-17,7,110.8
2011-01-18,7,111.175
2011-01-19,7,113.5
2011-01-20,7,109.75
2011-01-21,7,109.2
2011-01-24,7,108.725
2011-01-25,7,108.6
2011-01-26,7,110.8
2011-01-27,7,110.35
2011-01-28,7,110.175
2011-01-31,7,111.625
2011-02-01,7,111.4
2011-02-02,7,110.8
2011-02-03,7,110.5
2011-02-04,7,110.25
2011-02-07,7,109.975
2011-02-08,7,112.525
2011-02-09,7,108.875
2011-02-10,7,109.35
2011-02-11,7,106.425
2011-02-14,7,106.375
2011-02-15,7,104.4
2011-02-16,7,106.15
2011-02-17,7,107.225
2011-02-18,7,108.25
2011-02-21,7,106.425
2011-02-22,7,107.375
2011-02-23,7,110.075
2011-02-24,7,108.55
2011-02-25,7,107.55
2011-02-28,7,107.85
2011-03-01,7,109.025
2011-03-02,7,107.95
2011-03-03,7,105.725
2011-03-04,7,105.175
2011-03-07,7,106.85
2011-03-08,7,108.8
2011-03-09,7,110.625
2011-03-10,7,109.475
2011-03-11,7,110.225
2011-03-14,7,109.475
2011-03-15,7,110.1
2011-03-16,7,111.85
2011-03-17,7,110.4
2011-03-18,7,110.5
2011-03-21,7,109.575
2011-03-22,7,108.6
2011-03-23,7,108.625
2011-03-24,7,109.275
2011-03-25,7,108.35
2011-03-28,7,108.85
2011-03-29,7,108.375
2011-03-30,7,111.5
2011-03-31,7,108.65
2011-04-01,7,106.625
2011-04-04,7,106.5
2011-04-05,7,109.0
2011-04-06,7,108.85
2011-04-07,7,108.325
2011-04-08,7,108.775
2011-04-11,7,110.3
2011-04-12,7,107.15
2011-04-13,7,108.775
2011-04-14,7,107.55
2011-04-15,7,109.025
2011-04-18,7,108.05
2011-04-19,7,106.925
2011-04-20,7,109.225
2011-04-21,7,108.325
2011-04-22,7,107.475
2011-04-25,7,108.675
2011-04-26,7,108.125
2011-04-27,7,107.15
2011-04-28,7,107.8
2011-04-29,7,106.675
2011-05-02,7,107.65
2011-05-03,7,108.625
2011-05-04,7,108.75
2011-05-05,7,108.825
2011-05-06,7,108.4
2011-05-09,7,108.5
2011-05-10,7,110.0
2011-05-11,7,108.6
2011-05-12,7,107.75
2011-05-13,7,109.3
2011-05-16,7,108.975
2011-05-17,7,109.975
2011-05-18,7,111.175
2011-05-19,7,110.75
2011-05-20,7,110.25
2011-05-23,7,110.925
2011-05-24,7,109.8
2011-05-25,7,109.475
2011-05-26,7,109.375
2011-05-27,7,110.675
2011-05-30,7,109.6
2011-05-31,7,108.1
2011-06-01,7,106.7
2011-06-02,7,107.75
2011-06-03,7,108.05
2011-06-06,7,107.975
2011-06-07,7,107.55
2011-06-08,7,107.25
2011-06-09,7,107.875
2011-06-10,7,108.925
2011-06-13,7,106.675
2011-06-14,7,106.975
2011-06-15,7,107.775
2011-06-16,7,108.6
2011-06-17,7,105.675
2011-06-20,7,108.175
2011-06-21,7,108.325
2011-06-22,7,106.925
2011-06-23,7,108.3
2011-06-24,7,109.325
2011-06-27,7,109.0
2011-06-28,7,109.05
2011-06-29,7,108.8
2011-06-30,7,108.975
2011-07-01,7,107.525
2011-07-04,7,110.7
2011-07-05,7,109.575
2011-07-06,7,109.475
2011-07-07,7,109.875
2011-07-08,7,108.975
2011-07-11,7,109.2
2011-07-12,7,110.55
2011-07-13,7,110.15
2011-07-14,7,111.925
2011-07-15,7,112.0
2011-07-18,7,115.225
2011-07-19,7,115.225
2011-07-20,7,111.375
2011-07-21,7,111.85
2011-07-22,7,111.5
2011-07-25,7,113.475
2011-07-26,7,110.925
2011-07-27,7,110.825
2011-07-28,7,113.4
2011-07-29,7,113.825
2011-08-01,7,111.575
2011-08-02,7,111.9
2011-08-03,7,111.2
2011-08-04,7,114.775
2011-08-05,7,111.625
2011-08-08,7,111.625
2011-08-09,7,107.075
2011-08-10,7,110.95
2011-08-11,7,106.225
2011-08-12,7,107.575
2011-08-15,7,105.525
2011-08-16,7,103.65
2011-08-17,7,105.1
2011-08-18,7,105.0
2011-08-19,7,105.625
2011-08-22,7,108.775
2011-08-23,7,105.475
2011-08-24,7,110.4
2011-08-25,7,109.4
2011-08-26,7,104.825
2011-08-29,7,107.25
2011-08-30,7,105.475
2011-08-31,7,103.15
2011-09-01,7,108.05
2011-09-02,7,104.675
2011-09-05,7,104.5
2011-09-06,7,105.125
2011-09-07,7,105.2
2011-09-08,7,104.125
2011-09-09,7,104.5
2011-09-12,7,104.125
2011-09-13,7,104.1
2011-09-14,7,104.675
2011-09-15,7,105.625
2011-09-16,7,105.375
2011-09-19,7,105.7
2011-09-20,7,103.725
2011-09-21,7,104.475
2011-09-22,7,109.85
2011-09-23,7,106.2
2011-09-26,7,106.775
2011-09-27,7,104.925
2011-09-28,7,105.5
2011-09-29,7,104.5
2011-09-30,7,106.825
2011-10-03,7,104.9
2011-10-04,7,102.95
2011-10-05,7,103.8
2011-10-06,7,103.925
2011-10-07,7,104.15
2011-10-10,7,100.7
2011-10-11,7,105.375
2011-10-12,7,105.475
2011-10-13,7,105.675
2011-10-14,7,106.675
2011-10-17,7,106.0
2011-10-18,7,106.725
2011-10-19,7,106.05
2011-10-20,7,106.15
2011-10-21,7,105.675
2011-10-24,7,106.15
2011-10-25,7,103.575
2011-10-26,7,105.375
2011-10-27,7,103.4
2011-10-28,7,108.025
2011-10-31,7,108.975
2011-11-01,7,104.4
2011-11-02,7,103.85
2011-11-03,7,105.6
2011-11-04,7,106.625
2011-11-07,7,104.75
2011-11-08,7,104.575
2011-11-09,7,107.925
2011-11-10,7,105.075
2011-11-11,7,102.35
2011-11-14,7,105.475
2011-11-15,7,104.5
2011-11-16,7,102.15
2011-11-17,7,105.675
2011-11-18,7,105.725
2011-11-21,7,106.35
2011-11-22,7,103.95
2011-11-23,7,107.6
2011-11-24,7,100.725
2011-11-25,7,108.25
2011-11-28,7,104.2
2011-11-29,7,108.1
2011-11-30,7,109.775
2011-12-01,7,106.025
2011-12-02,7,107.075
2011-12-05,7,105.575
2011-12-06,7,105.325
2011-12-07,7,103.85
2011-12-08,7,106.075
2011-12-09,7,107.375
2011-12-12,7,105.95
2011-12-13,7,104.975
2011-12-14,7,102.625
2011-12-15,7,104.6
2011-12-16,7,104.95
2011-12-19,7,103.85
2011-12-20,7,101.975
2011-12-21,7,105.15
2011-12-22,7,105.425
2011-12-23,7,104.325
2011-12-26,7,105.85
2011-12-27,7,107.225
2011-12-28,7,104.6
2011-12-29,7,104.625
2011-12-30,7,104.775
2012-01-02,7,105.45
2012-01-03,7,103.2
2012-01-04,7,103.875
2012-01-05,7,105.65
2012-01-06,7,103.375
2012-01-09,7,101.975
2012-01-10,7,101.425
2012-01-11,7,100.925
2012-01-12,7,101.95
2012-01-13,7,100.325
2012-01-16,7,100.475
2012-01-17,7,100.1
2012-01-18,7,100.125
2012-01-19,7,102.825
2012-01-20,7,101.875
2012-01-23,7,101.1
2012-01-24,7,101.425
2012-01-25,7,98.425
2012-01-26,7,96.65
2012-01-27,7,95.55
2012-01-30,7,96.35
2012-01-31,7,95.95
2012-02-01,7,95.3
2012-02-02,7,95.25
2012-02-03,7,95.8
2012-02-06,7,98.15
2012-02-07,7,97.45
2012-02-08,7,98.45
2012-02-09,7,97.4
2012-02-10,7,96.7
2012-02-13,7,101.0
2012-02-14,7,98.9
2012-02-15,7,99.0
2012-02-16,7,99.25
2012-02-17,7,99.1
2012-02-20,7,96.8
2012-02-21,7,99.55
2012-02-22,7,100.0
2012-02-23,7,100.175
2012-02-24,7,98.7
2012-02-27,7,99.0
2012-02-28,7,99.7
2012-02-29,7,101.2
2012-03-01,7,100.7
2012-03-02,7,100.1
2012-03-05,7,101.2
2012-03-06,7,100.25
2012-03-07,7,99.3
2012-03-08,7,99.425
2012-03-09,7,99.2
2012-03-12,7,98.75
2012-03-13,7,98.95
2012-03-14,7,99.85
2012-03-15,7,99.1
2012-03-16,7,98.15
2012-03-19,7,103.0
2012-03-20,7,99.75
2012-03-21,7,99.15
2012-03-22,7,99.1
2012-03-23,7,98.55
2012-03-26,7,98.85
2012-03-27,7,97.6
2012-03-28,7,97.75
2012-03-29,7,97.65
2012-03-30,7,98.5
2012-04-02,7,98.7
2012-04-03,7,97.75
2012-04-04,7,99.6
2012-04-05,7,99.55
2012-04-06,7,78.2
2012-04-09,7,100.35
2012-04-10,7,97.55
2012-04-11,7,97.35
2012-04-12,7,98.95
2012-04-13,7,99.1
2012-04-16,7,100.6
2012-04-17,7,99.65
2012-04-18,7,100.4
2012-04-19,7,101.05
2012-04-20,7,99.2
2012-04-23,7,100.95
2012-04-24,7,100.25
2012-04-25,7,99.35
2012-04-26,7,99.9
2012-04-27,7,98.4
2012-04-30,7,97.3
2012-05-01,7,97.0
2012-05-02,7,96.4
2012-05-03,7,96.55
2012-05-04,7,94.85
2012-05-07,7,96.25
2012-05-08,7,96.2
2012-05-09,7,94.9
2012-05-10,7,96.3
2012-05-11,7,96.5
2012-05-14,7,96.15
2012-05-15,7,96.25
2012-05-16,7,95.25
2012-05-17,7,94.15
2012-05-18,7,94.1
2012-05-21,7,95.6
2012-05-22,7,95.0
2012-05-23,7,93.65
2012-05-24,7,94.7
2012-05-25,7,94.7
2012-05-28,7,87.35
2012-05-29,7,91.15
2012-05-30,7,89.45
2012-05-31,7,91.6
2012-06-01,7,89.9
2012-06-04,7,91.7
2012-06-05,7,91.5
2012-06-06,7,90.5
2012-06-07,7,90.65
2012-06-08,7,90.675
2012-06-11,7,92.65
2012-06-12,7,89.95
2012-06-13,7,89.0
2012-06-14,7,89.45
2012-06-15,7,90.9
2012-06-18,7,89.55
2012-06-19,7,89.6
2012-06-20,7,89.1
2012-06-21,7,90.5
2012-06-22,7,89.5
2012-06-25,7,89.35
2012-06-26,7,88.65
2012-06-27,7,89.75
2012-06-28,7,88.575
2012-06-29,7,89.85
2012-07-02,7,91.55
2012-07-03,7,91.95
2012-07-04,7,91.6
2012-07-05,7,90.0
2012-07-06,7,89.85
2012-07-09,7,89.85
2012-07-10,7,89.05
2012-07-11,7,88.5
2012-07-12,7,89.75
2012-07-13,7,87.35
2012-07-16,7,87.45
2012-07-17,7,87.85
2012-07-18,7,88.9
2012-07-19,7,90.4
2012-07-20,7,88.35
2012-07-23,7,89.45
2012-07-24,7,90.55
2012-07-25,7,90.3
2012-07-26,7,89.7
2012-07-27,7,90.55
2012-07-30,7,91.15
2012-07-31,7,91.4
2012-08-01,7,90.75
2012-08-02,7,91.875
2012-08-03,7,90.5
2012-08-06,7,91.5
2012-08-07,7,91.9
2012-08-08,7,91.7
2012-08-09,7,90.9
2012-08-10,7,91.55
2012-08-13,7,91.95
2012-08-14,7,92.35
2012-08-15,7,93.5
2012-08-16,7,94.2
2012-08-17,7,95.2
2012-08-20,7,94.75
2012-08-21,7,94.55
2012-08-22,7,91.6
2012-08-23,7,93.25
2012-08-24,7,94.25
2012-08-27,7,93.9
2012-08-28,7,94.15
2012-08-29,7,92.75
2012-08-30,7,94.5
2012-08-31,7,93.7
2012-09-03,7,88.75
2012-09-04,7,94.55
2012-09-05,7,91.7
2012-09-06,7,94.775
2012-09-07,7,94.2
2012-09-10,7,95.1
2012-09-11,7,94.125
2012-09-12,7,92.2
2012-09-13,7,92.7
2012-09-14,7,93.8
2012-09-17,7,93.55
2012-09-18,7,93.9
2012-09-19,7,91.25
2012-09-20,7,91.6
2012-09-21,7,93.3
2012-09-24,7,90.9
2012-09-25,7,90.65
2012-09-26,7,90.0
2012-09-27,7,90.25
2012-09-28,7,90.4
2012-10-01,7,91.2
2012-10-02,7,91.2
2012-10-03,7,89.85
2012-10-04,7,90.55
2012-10-05,7,90.6
2012-10-08,7,88.55
2012-10-09,7,90.9
2012-10-10,7,90.4
2012-10-11,7,90.1
2012-10-12,7,90.55
2012-10-15,7,90.5
2012-10-16,7,90.7
2012-10-17,7,92.6
2012-10-18,7,91.225
2012-10-19,7,90.2
2012-10-22,7,91.025
2012-10-23,7,90.8
2012-10-24,7,90.9
2012-10-25,7,91.4
2012-10-26,7,91.3
2012-10-29,7,95.3
2012-10-30,7,92.85
2012-10-31,7,91.35
2012-11-01,7,91.15
2012-11-02,7,91.05
2012-11-05,7,92.225
2012-11-06,7,92.6
2012-11-07,7,92.65
2012-11-08,7,93.875
2012-11-09,7,93.95
2012-11-12,7,94.3
2012-11-13,7,93.1
